arm,draw,pair_id,i,j,order,patient,chosen,picked_i
cf_a1,4,35,1677,1221,1,1,1221,0
cf_a0,4,35,1677,1221,0,1,1677,1
cf_a0,4,35,1677,1221,1,1,1221,0
cf_a1,4,36,2277,728,0,1,2277,1
cf_a1,4,36,2277,728,1,2,2277,1
cf_a0,4,36,2277,728,0,1,2277,1
cf_a0,4,36,2277,728,1,1,728,0
cf_a1,4,37,377,4251,0,1,377,1
cf_a1,4,37,377,4251,1,2,377,1
cf_a0,4,37,377,4251,0,1,377,1
cf_a0,4,37,377,4251,1,2,377,1
cf_a1,4,38,3283,4769,0,1,3283,1
cf_a1,4,38,3283,4769,1,1,4769,0
cf_a0,4,38,3283,4769,0,2,4769,0
cf_a0,4,38,3283,4769,1,1,4769,0
cf_a1,4,39,3110,4548,0,1,3110,1
cf_a1,4,39,3110,4548,1,1,4548,0
cf_a0,4,39,3110,4548,0,2,4548,0
cf_a0,4,39,3110,4548,1,1,4548,0
cf_a1,4,40,1857,2002,0,1,1857,1
cf_a1,4,40,1857,2002,1,1,2002,0
cf_a0,4,40,1857,2002,0,2,2002,0
cf_a0,4,40,1857,2002,1,1,2002,0
cf_a1,4,41,3727,4460,0,1,3727,1
cf_a1,4,41,3727,4460,1,2,3727,1
cf_a0,4,41,3727,4460,0,2,4460,0
cf_a0,4,41,3727,4460,1,1,4460,0
cf_a1,4,42,1166,1558,0,1,1166,1
cf_a1,4,42,1166,1558,1,2,1166,1
cf_a0,4,42,1166,1558,0,1,1166,1
cf_a0,4,42,1166,1558,1,1,1558,0
cf_a1,4,43,2417,1315,0,1,2417,1
cf_a1,4,43,2417,1315,1,1,1315,0
cf_a0,4,43,2417,1315,0,1,2417,1
cf_a0,4,43,2417,1315,1,1,1315,0
cf_a1,4,44,503,4557,0,1,503,1
cf_a1,4,44,503,4557,1,2,503,1
cf_a0,4,44,503,4557,0,2,4557,0
cf_a0,4,44,503,4557,1,1,4557,0
cf_a1,4,45,4526,2301,0,1,4526,1
cf_a1,4,45,4526,2301,1,2,4526,1
cf_a0,4,45,4526,2301,0,1,4526,1
cf_a0,4,45,4526,2301,1,2,4526,1
cf_a1,4,46,4639,4225,0,1,4639,1
cf_a1,4,46,4639,4225,1,2,4639,1
cf_a0,4,46,4639,4225,0,1,4639,1
cf_a0,4,46,4639,4225,1,2,4639,1
cf_a1,4,47,3573,1027,0,1,3573,1
cf_a1,4,47,3573,1027,1,2,3573,1
cf_a0,4,47,3573,1027,0,1,3573,1
cf_a0,4,47,3573,1027,1,1,1027,0
cf_a1,4,48,3157,1587,0,1,3157,1
cf_a1,4,48,3157,1587,1,2,3157,1
cf_a0,4,48,3157,1587,0,1,3157,1
cf_a0,4,48,3157,1587,1,2,3157,1
cf_a1,4,49,2533,1569,0,2,1569,0
cf_a1,4,49,2533,1569,1,1,1569,0
cf_a0,4,49,2533,1569,0,2,1569,0
cf_a0,4,49,2533,1569,1,1,1569,0
cf_a1,4,50,2526,2945,0,1,2526,1
cf_a1,4,50,2526,2945,1,2,2526,1
cf_a0,4,50,2526,2945,0,1,2526,1
cf_a0,4,50,2526,2945,1,2,2526,1
cf_a1,4,51,1668,2143,0,1,1668,1
cf_a1,4,51,1668,2143,1,2,1668,1
cf_a0,4,51,1668,2143,0,1,1668,1
cf_a0,4,51,1668,2143,1,2,1668,1
cf_a1,4,52,1413,3410,0,1,1413,1
cf_a1,4,52,1413,3410,1,1,3410,0
cf_a0,4,52,1413,3410,0,2,3410,0
cf_a0,4,52,1413,3410,1,1,3410,0
cf_a1,4,53,105,2701,0,,,
cf_a1,4,53,105,2701,1,1,2701,0
cf_a0,4,53,105,2701,0,2,2701,0
cf_a0,4,53,105,2701,1,1,2701,0
cf_a1,4,54,854,1720,0,1,854,1
cf_a1,4,54,854,1720,1,2,854,1
cf_a0,4,54,854,1720,0,1,854,1
cf_a0,4,54,854,1720,1,2,854,1
cf_a1,4,55,1067,880,0,1,1067,1
cf_a1,4,55,1067,880,1,2,1067,1
cf_a0,4,55,1067,880,0,2,880,0
cf_a0,4,55,1067,880,1,1,880,0
cf_a1,4,56,4576,357,0,1,4576,1
cf_a1,4,56,4576,357,1,2,4576,1
cf_a0,4,56,4576,357,0,1,4576,1
cf_a0,4,56,4576,357,1,2,4576,1
cf_a1,4,57,1408,3853,0,1,1408,1
cf_a1,4,57,1408,3853,1,2,1408,1
cf_a0,4,57,1408,3853,0,2,3853,0
cf_a0,4,57,1408,3853,1,2,1408,1
cf_a1,4,58,1449,1973,0,1,1449,1
cf_a1,4,58,1449,1973,1,1,1973,0
cf_a0,4,58,1449,1973,0,2,1973,0
cf_a0,4,58,1449,1973,1,1,1973,0
cf_a1,4,59,781,2920,0,2,2920,0
cf_a1,4,59,781,2920,1,1,2920,0
cf_a0,4,59,781,2920,0,2,2920,0
cf_a0,4,59,781,2920,1,1,2920,0
cf_a1,4,60,4949,4466,0,1,4949,1
cf_a1,4,60,4949,4466,1,2,4949,1
cf_a0,4,60,4949,4466,0,1,4949,1
cf_a0,4,60,4949,4466,1,2,4949,1
cf_a1,4,61,3784,4031,0,1,3784,1
cf_a1,4,61,3784,4031,1,2,3784,1
cf_a0,4,61,3784,4031,0,1,3784,1
cf_a0,4,61,3784,4031,1,1,4031,0
cf_a1,4,62,3691,873,0,1,3691,1
cf_a1,4,62,3691,873,1,2,3691,1
cf_a0,4,62,3691,873,0,1,3691,1
cf_a0,4,62,3691,873,1,2,3691,1
cf_a1,4,63,4747,3768,0,1,4747,1
cf_a1,4,63,4747,3768,1,1,3768,0
cf_a0,4,63,4747,3768,0,2,3768,0
cf_a0,4,63,4747,3768,1,1,3768,0
cf_a1,4,64,765,2546,0,1,765,1
cf_a1,4,64,765,2546,1,1,2546,0
cf_a0,4,64,765,2546,0,2,2546,0
cf_a0,4,64,765,2546,1,1,2546,0
cf_a1,4,65,4161,4978,0,1,4161,1
cf_a1,4,65,4161,4978,1,1,4978,0
cf_a0,4,65,4161,4978,0,1,4161,1
cf_a0,4,65,4161,4978,1,1,4978,0
cf_a1,4,66,1050,696,0,1,1050,1
cf_a1,4,66,1050,696,1,2,1050,1
cf_a0,4,66,1050,696,0,1,1050,1
cf_a0,4,66,1050,696,1,1,696,0
cf_a1,4,67,2251,3333,0,1,2251,1
cf_a1,4,67,2251,3333,1,2,2251,1
cf_a0,4,67,2251,3333,0,1,2251,1
cf_a0,4,67,2251,3333,1,1,3333,0
cf_a1,4,68,3405,3655,0,1,3405,1
cf_a1,4,68,3405,3655,1,2,3405,1
cf_a0,4,68,3405,3655,0,2,3655,0
cf_a0,4,68,3405,3655,1,2,3405,1
cf_a1,4,69,148,3232,0,1,148,1
cf_a1,4,69,148,3232,1,1,3232,0
cf_a0,4,69,148,3232,0,2,3232,0
cf_a0,4,69,148,3232,1,1,3232,0
cf_a1,4,70,368,605,0,1,368,1
cf_a1,4,70,368,605,1,2,368,1
cf_a0,4,70,368,605,0,1,368,1
cf_a0,4,70,368,605,1,1,605,0
cf_a1,4,71,1036,314,0,1,1036,1
cf_a1,4,71,1036,314,1,2,1036,1
cf_a0,4,71,1036,314,0,1,1036,1
cf_a0,4,71,1036,314,1,2,1036,1
cf_a1,4,72,1509,1354,0,1,1509,1
cf_a1,4,72,1509,1354,1,2,1509,1
cf_a0,4,72,1509,1354,0,1,1509,1
cf_a0,4,72,1509,1354,1,2,1509,1
cf_a1,4,73,923,1969,0,1,923,1
cf_a1,4,73,923,1969,1,2,923,1
cf_a0,4,73,923,1969,0,2,1969,0
cf_a0,4,73,923,1969,1,1,1969,0
cf_a1,4,74,4617,737,0,1,4617,1
cf_a1,4,74,4617,737,1,2,4617,1
cf_a0,4,74,4617,737,0,1,4617,1
cf_a0,4,74,4617,737,1,1,737,0
cf_a1,4,75,695,1446,0,1,695,1
cf_a1,4,75,695,1446,1,2,695,1
cf_a0,4,75,695,1446,0,1,695,1
cf_a0,4,75,695,1446,1,2,695,1
cf_a1,4,76,3801,4236,0,1,3801,1
cf_a1,4,76,3801,4236,1,2,3801,1
cf_a0,4,76,3801,4236,0,1,3801,1
cf_a0,4,76,3801,4236,1,1,4236,0
cf_a1,4,77,3664,4549,0,1,3664,1
cf_a1,4,77,3664,4549,1,2,3664,1
cf_a0,4,77,3664,4549,0,1,3664,1
cf_a0,4,77,3664,4549,1,1,4549,0
cf_a1,4,78,3987,4043,0,1,3987,1
cf_a1,4,78,3987,4043,1,2,3987,1
cf_a0,4,78,3987,4043,0,1,3987,1
cf_a0,4,78,3987,4043,1,2,3987,1
cf_a1,4,79,3593,1072,0,1,3593,1
cf_a1,4,79,3593,1072,1,2,3593,1
cf_a0,4,79,3593,1072,0,1,3593,1
cf_a0,4,79,3593,1072,1,1,1072,0
cf_a1,4,80,4379,1805,0,1,4379,1
cf_a1,4,80,4379,1805,1,2,4379,1
cf_a0,4,80,4379,1805,0,1,4379,1
cf_a0,4,80,4379,1805,1,2,4379,1
cf_a1,4,81,3014,3260,0,1,3014,1
cf_a1,4,81,3014,3260,1,2,3014,1
cf_a0,4,81,3014,3260,0,1,3014,1
cf_a0,4,81,3014,3260,1,2,3014,1
cf_a1,4,82,2825,300,0,1,2825,1
cf_a1,4,82,2825,300,1,2,2825,1
cf_a0,4,82,2825,300,0,1,2825,1
cf_a0,4,82,2825,300,1,1,300,0
cf_a1,4,83,3607,3654,0,1,3607,1
cf_a1,4,83,3607,3654,1,1,3654,0
cf_a0,4,83,3607,3654,0,2,3654,0
cf_a0,4,83,3607,3654,1,1,3654,0
cf_a1,4,84,245,2920,0,1,245,1
cf_a1,4,84,245,2920,1,1,2920,0
cf_a0,4,84,245,2920,0,2,2920,0
cf_a0,4,84,245,2920,1,1,2920,0
cf_a1,4,85,3820,4806,0,1,3820,1
cf_a1,4,85,3820,4806,1,2,3820,1
cf_a0,4,85,3820,4806,0,1,3820,1
cf_a0,4,85,3820,4806,1,2,3820,1
cf_a1,4,86,3389,3921,0,1,3389,1
cf_a1,4,86,3389,3921,1,2,3389,1
cf_a0,4,86,3389,3921,0,1,3389,1
cf_a0,4,86,3389,3921,1,1,3921,0
cf_a1,4,87,3131,4567,0,2,4567,0
cf_a1,4,87,3131,4567,1,1,4567,0
cf_a0,4,87,3131,4567,0,2,4567,0
cf_a0,4,87,3131,4567,1,1,4567,0
cf_a1,4,88,1098,2921,0,1,1098,1
cf_a1,4,88,1098,2921,1,2,1098,1
cf_a0,4,88,1098,2921,0,1,1098,1
cf_a0,4,88,1098,2921,1,2,1098,1
cf_a1,4,89,3041,3828,0,2,3828,0
cf_a1,4,89,3041,3828,1,1,3828,0
cf_a0,4,89,3041,3828,0,2,3828,0
cf_a0,4,89,3041,3828,1,1,3828,0
cf_a1,4,90,2179,3053,0,1,2179,1
cf_a1,4,90,2179,3053,1,2,2179,1
cf_a0,4,90,2179,3053,0,1,2179,1
cf_a0,4,90,2179,3053,1,2,2179,1
cf_a1,4,91,3887,512,0,1,3887,1
cf_a1,4,91,3887,512,1,2,3887,1
cf_a0,4,91,3887,512,0,1,3887,1
cf_a0,4,91,3887,512,1,2,3887,1
cf_a1,4,92,3815,4349,0,2,4349,0
cf_a1,4,92,3815,4349,1,1,4349,0
cf_a0,4,92,3815,4349,0,2,4349,0
cf_a0,4,92,3815,4349,1,1,4349,0
cf_a1,4,93,1000,4676,0,1,1000,1
cf_a1,4,93,1000,4676,1,2,1000,1
cf_a0,4,93,1000,4676,0,1,1000,1
cf_a0,4,93,1000,4676,1,2,1000,1
cf_a1,4,94,2031,3148,0,1,2031,1
cf_a1,4,94,2031,3148,1,2,2031,1
cf_a0,4,94,2031,3148,0,1,2031,1
cf_a0,4,94,2031,3148,1,2,2031,1
cf_a1,4,95,1352,222,0,1,1352,1
cf_a1,4,95,1352,222,1,2,1352,1
cf_a0,4,95,1352,222,0,1,1352,1
cf_a0,4,95,1352,222,1,2,1352,1
cf_a1,4,96,3953,2797,0,2,2797,0
cf_a1,4,96,3953,2797,1,1,2797,0
cf_a0,4,96,3953,2797,0,2,2797,0
cf_a0,4,96,3953,2797,1,1,2797,0
cf_a1,4,97,4852,1029,0,1,4852,1
cf_a1,4,97,4852,1029,1,2,4852,1
cf_a0,4,97,4852,1029,0,1,4852,1
cf_a0,4,97,4852,1029,1,1,1029,0
cf_a1,4,98,1438,175,0,1,1438,1
